"url","Title","Place","DescSnip","Photo","Photo_alt","AllData","SubVals","SubTitles","Status","LinkURLs","LinkURLs_link"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/3/","2927 Millcork","Kalamazoo, Michigan","Great industrial building with fenced area around the building. Office, showroom in front with industrial area in the rear of the building. Two...","http://x.lnimg.com/photo/thumb_288/44e5065448654d119e5531896172aeaa.jpg","2927 Millcork","2927 Millcork
Kalamazoo, Michigan
Great industrial building with fenced area around the building. Office, showroom in front with industrial area in the rear of the building. Two...
 
 Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type: 
 
Active
1
$2.90
33,244 SF
33,244 SF
Industrial
Office Showroom","Active
1
$2.90
33,244 SF
33,244 SF
Industrial
Office Showroom","Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type:","Active","2927 Millcork","http://www.loopnet.com/Listing/20219112/2927-Millcork-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/3/","2927 Millcork","Kalamazoo, Michigan","Great industrial building with fenced area around the building. Office, showroom in front with industrial area in the rear of the building...","http://x.lnimg.com/photo/thumb_288/500d6abd5197442e870264d443d6a6c6.jpg","2927 Millcork","2927 Millcork
Kalamazoo, Michigan
Great industrial building with fenced area around the building. Office, showroom in front with industrial area in the rear of the building...
 
 Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type: 
 
Active
$890,000
3,244 SF
N/A
Office
Office-Warehouse","Active
$890,000
3,244 SF
N/A
Office
Office-Warehouse","Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type:","Active","2927 Millcork","http://www.loopnet.com/Listing/20219095/2927-Millcork-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/3/","1313-1321 Huntington Ave","Kalamazoo, Michigan","12 Unit Apartment Complex. 3 Separate Buildings with Three 2 Bedroom Units and One 1 Bedroom Unit per Building. Each Building has Coin Laundry...","http://x.lnimg.com/photo/thumb_288/edc010613f8f40c0ade73bfd062e070a.jpg","1313-1321 Huntington Ave","1313-1321 Huntington Ave
Kalamazoo, Michigan
12 Unit Apartment Complex. 3 Separate Buildings with Three 2 Bedroom Units and One 1 Bedroom Unit per Building. Each Building has Coin Laundry...
 
 Status:
Price:
Bldg. Size:
Units:
Cap Rate:
Primary Type:
Sub-Type: 
 
Active
$425,000
10,464 SF
4
N/A
Multifamily
Garden/Low-Rise","Active
$425,000
10,464 SF
4
N/A
Multifamily
Garden/Low-Rise","Status:
Price:
Bldg. Size:
Units:
Cap Rate:
Primary Type:
Sub-Type:","Active","1313-1321 Huntington Ave","http://www.loopnet.com/Listing/20194774/1313-1321-Huntington-Ave-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/3/","1615 Nottingham Ave","Kalamazoo, Michigan","Concrete construction, brick exterior. Building is a 12 unit dwelling, consisting of 11 two-bedroom units, and 1 single bedroom. The two-bedrooms...","http://x.lnimg.com/photo/thumb_288/81ee8464f8d847998a5c79567bb4e2ab.jpg","1615 Nottingham Ave","1615 Nottingham Ave
Kalamazoo, Michigan
Concrete construction, brick exterior. Building is a 12 unit dwelling, consisting of 11 two-bedroom units, and 1 single bedroom. The two-bedrooms...
 
 Status:
Price:
Bldg. Size:
Units:
Cap Rate:
Primary Type:
Sub-Type: 
 
Active
$565,000
10,000 SF
12
11.00%
Multifamily
Garden/Low-Rise","Active
$565,000
10,000 SF
12
11.00%
Multifamily
Garden/Low-Rise","Status:
Price:
Bldg. Size:
Units:
Cap Rate:
Primary Type:
Sub-Type:","Active","1615 Nottingham Ave","http://www.loopnet.com/Listing/20194451/1615-Nottingham-Ave-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/3/","505 E North St","Kalamazoo, Michigan","This newly listed restaurant space at Walbridge Commons in Downtown Kalamazoo's River Edge District is a must see. Featuring 2000 SF of ''cool''...","http://x.lnimg.com/photo/thumb_288/1371aa10bd864c5fb2a0ec41bdde03ea.jpg","505 E North St","505 E North St
Kalamazoo, Michigan
This newly listed restaurant space at Walbridge Commons in Downtown Kalamazoo's River Edge District is a must see. Featuring 2000 SF of ''cool''...
 
 Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type: 
 
Active
1
$21.00
2,000 SF
NaN SF
Retail
Retail (Other)","Active
1
$21.00
2,000 SF
NaN SF
Retail
Retail (Other)","Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type:","Active","505 E North St","http://www.loopnet.com/Listing/20183719/505-E-North-St-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/3/","3928 S Westnedge Ave","Kalamazoo, Michigan","S. Westnege corner with traffic light. 3,266 SF completely remodeled. 2,400 SF heated & cooled showroom/retail store, 866 SF of warehouse with...","http://x.lnimg.com/photo/thumb_288/2ea36b5faac7445694558f0a4dfaee4e.jpg","3928 S Westnedge Ave","3928 S Westnedge Ave
Kalamazoo, Michigan
S. Westnege corner with traffic light. 3,266 SF completely remodeled. 2,400 SF heated & cooled showroom/retail store, 866 SF of warehouse with...
 
 Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type: 
 
Active
$500,000
3,266 SF
N/A
Retail
Free Standing Bldg","Active
$500,000
3,266 SF
N/A
Retail
Free Standing Bldg","Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type:","Active","3928 S Westnedge Ave","http://www.loopnet.com/Listing/20171623/3928-S-Westnedge-Ave-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/3/","2700 - 2800 W Michigan Ave","Kalamazoo, Michigan","Exceptional retail space situated on west Michigan Ave in the hot, high traffic spot for WMU. Tap into the great exposure and student foot...","http://x.lnimg.com/photo/thumb_288/07a008a4cfa04496841d38c25453e503.jpg","2700 - 2800 W Michigan Ave","2700 - 2800 W Michigan Ave
Kalamazoo, Michigan
Exceptional retail space situated on west Michigan Ave in the hot, high traffic spot for WMU. Tap into the great exposure and student foot...
 
 Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type: 
 
Active
2
$20.00
1,476 - 3,271 SF
90,180 SF
Retail
Street Retail","Active
2
$20.00
1,476 - 3,271 SF
90,180 SF
Retail
Street Retail","Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type:","Active","2700 - 2800 W Michigan Ave","http://www.loopnet.com/Listing/19976206/2700-2800-W-Michigan-Ave-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/3/","4123 W. Main Street","Kalamazoo, Michigan","Prime retail/office West side redevelopment site near WMU Campus. New commercial zoning opens many opportunities and possibilities.7.29 acres,...","http://x.lnimg.com/photo/thumb_288/a09727da3a094fcdbfce5f47a1b7a1b3.jpg","4123 W. Main Street","4123 W. Main Street
Kalamazoo, Michigan
Prime retail/office West side redevelopment site near WMU Campus. New commercial zoning opens many opportunities and possibilities.7.29 acres,...
 
 Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type: 
 
Active
1
$12.00
26,472 SF
26,472 SF
Retail
Street Retail","Active
1
$12.00
26,472 SF
26,472 SF
Retail
Street Retail","Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type:","Active","4123 W. Main Street","http://www.loopnet.com/Listing/19968276/4123-W-Main-Street-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/3/","4625 W. KL Avenue","Kalamazoo, Michigan","Fantastic former restaurant/bar in the vibrant retail corridor of Western Michigan University Campus. Currently a fitness center and current...","http://x.lnimg.com/photo/thumb_288/e9b2ef2f76294b778dca1e5c3f8eb4cf.jpg","4625 W. KL Avenue","4625 W. KL Avenue
Kalamazoo, Michigan
Fantastic former restaurant/bar in the vibrant retail corridor of Western Michigan University Campus. Currently a fitness center and current...
 
 Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type: 
 
Active
1
$15.00
5,450 SF
5,450 SF
Retail
Street Retail","Active
1
$15.00
5,450 SF
5,450 SF
Retail
Street Retail","Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type:","Active","4625 W. KL Avenue","http://www.loopnet.com/Listing/20071350/4625-W-KL-Avenue-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/3/","6857 W. Main Street","Kalamazoo, Michigan","Former Cross Fit facility on west side of town. Short distance from US 131, just past 9th Street. Adjacent to Walmart. Higher ceilings with...","http://x.lnimg.com/photo/thumb_288/a0b76932b3ac407896b1b3ab5fc1f4f9.jpg","6857 W. Main Street","6857 W. Main Street
Kalamazoo, Michigan
Former Cross Fit facility on west side of town. Short distance from US 131, just past 9th Street. Adjacent to Walmart. Higher ceilings with...
 
 Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type: 
 
Active
1
$12.00
3,800 SF
16,032 SF
Retail
Strip Center","Active
1
$12.00
3,800 SF
16,032 SF
Retail
Strip Center","Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type:","Active","6857 W. Main Street","http://www.loopnet.com/Listing/19652445/6857-W-Main-Street-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/3/","209 W Cedar St","Kalamazoo, Michigan","This Portfolio of Investment properties is fully leased and aggressively priced. All utilities are at landlord's expense. Rent Roll and...","http://x.lnimg.com/photo/thumb_288/137da45f7e904442a048a6d6ea1166c7.jpg","209 W Cedar St","209 W Cedar St
Kalamazoo, Michigan
This Portfolio of Investment properties is fully leased and aggressively priced. All utilities are at landlord's expense. Rent Roll and...
 
 Status:
Price:
Bldg. Size:
Units:
Cap Rate:
Primary Type:
Sub-Type: 
 
Active
$950,000
18,775 SF
33
9.30%
Multifamily
Garden/Low-Rise","Active
$950,000
18,775 SF
33
9.30%
Multifamily
Garden/Low-Rise","Status:
Price:
Bldg. Size:
Units:
Cap Rate:
Primary Type:
Sub-Type:","Active","209 W Cedar St","http://www.loopnet.com/Listing/20167347/209-W-Cedar-St-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/3/","3450 Ravine Rd","Kalamazoo, Michigan","This Delta Design building is only 15 years old and is in excellent condition. Small executive office, shared break room, two overhead doors and...","http://x.lnimg.com/photo/thumb_288/61f96928148d4995afc9d737c6ab7eb6.jpg","3450 Ravine Rd","3450 Ravine Rd
Kalamazoo, Michigan
This Delta Design building is only 15 years old and is in excellent condition. Small executive office, shared break room, two overhead doors and...
 
 Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type: 
 
Active
$455,000
7,000 SF
N/A
Industrial
Warehouse","Active
$455,000
7,000 SF
N/A
Industrial
Warehouse","Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type:","Active","3450 Ravine Rd","http://www.loopnet.com/Listing/20161884/3450-Ravine-Rd-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/4/","471-42B South Street","Kalamazoo, Michigan","This property is excellently located Downtown off South Street in the Marlborough Building at 471 W South Street. Wonderful light, updated fit...","http://x.lnimg.com/photo/thumb_288/278e6748e7aa44cd905a49cbd2eb2283.jpg","471-42B South Street","471-42B South Street
Kalamazoo, Michigan
This property is excellently located Downtown off South Street in the Marlborough Building at 471 W South Street. Wonderful light, updated fit...
 
 Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type: 
 
Active
$90,000
1,122 SF
N/A
Office
Office Condo","Active
$90,000
1,122 SF
N/A
Office
Office Condo","Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type:","Active","471-42B South Street","http://www.loopnet.com/Listing/20155876/471-42B-South-Street-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/4/","471-41B West South Street","Kalamazoo, Michigan","This property is excelenty located Downtown off South Street in the Marlborough Building at 417 W South Street. Wonderful light, updated fit and...","http://x.lnimg.com/photo/thumb_288/df4f4e946e30474ea4de75b1e9e900ec.jpg","471-41B West South Street","471-41B West South Street
Kalamazoo, Michigan
This property is excelenty located Downtown off South Street in the Marlborough Building at 417 W South Street. Wonderful light, updated fit and...
 
 Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type: 
 
Active
$125,000
1,560 SF
N/A
Office
Office Condo","Active
$125,000
1,560 SF
N/A
Office
Office Condo","Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type:","Active","471-41B West South Street","http://www.loopnet.com/Listing/20148621/471-41B-West-South-Street-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/4/","5111-5121 East ML Avenue","Kalamazoo, Michigan","Located halfway between Detroit and Chicago. Kalamazoo Commerce Park offers easy access to I-94 and the Business Loop. Great location for...","http://x.lnimg.com/photo/thumb_288/7c443d146a4b436ea6e9d7c9cd7b1dfe.jpg","5111-5121 East ML Avenue","5111-5121 East ML Avenue
Kalamazoo, Michigan
Located halfway between Detroit and Chicago. Kalamazoo Commerce Park offers easy access to I-94 and the Business Loop. Great location for...
 
 Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type: 
 
Active
8
$2.95 - $6.00
1,533 - 15,000 SF
60,000 SF
Retail
Free Standing Bldg","Active
8
$2.95 - $6.00
1,533 - 15,000 SF
60,000 SF
Retail
Free Standing Bldg","Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type:","Active","5111-5121 East ML Avenue","http://www.loopnet.com/Listing/19678420/5111-5121-East-ML-Avenue-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/4/","6376 Quail Run Dr","Kalamazoo, Michigan","Accessible, single story office building in quiet wooded setting. Suite or entire building available with separate waiting area, individual...","http://x.lnimg.com/photo/thumb_288/edc010614532489bae3698b05f8e906b.jpg","6376 Quail Run Dr","6376 Quail Run Dr
Kalamazoo, Michigan
Accessible, single story office building in quiet wooded setting. Suite or entire building available with separate waiting area, individual...
 
 Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type: 
 
Active
1
$10.00
1,500 - 4,650 SF
4,650 SF
Office
Office Building","Active
1
$10.00
1,500 - 4,650 SF
4,650 SF
Office
Office Building","Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type:","Active","6376 Quail Run Dr","http://www.loopnet.com/Listing/20127519/6376-Quail-Run-Dr-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/4/","522 Mills Streeet","Kalamazoo, Michigan","Priced to sell, solid infrastructure, incredible traffic, and excellent visibility. Perfect for any Owner Occupant or Investor.","http://x.lnimg.com/photo/thumb_288/951498d66dc547299b4492146f06170f.jpg","522 Mills Streeet","522 Mills Streeet
Kalamazoo, Michigan
Priced to sell, solid infrastructure, incredible traffic, and excellent visibility. Perfect for any Owner Occupant or Investor.
 
 Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type: 
 
Active
$40,000
1,588 SF
N/A
Office
Office Building","Active
$40,000
1,588 SF
N/A
Office
Office Building","Status:
Price:
Bldg. Size:
Cap Rate:
Primary Type:
Sub-Type:","Active","522 Mills Streeet","http://www.loopnet.com/Listing/20124769/522-Mills-Streeet-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/4/","1801 S Westnedge Ave","Kalamazoo, Michigan","Drive Thru Restaurant formerly known as the ''Coop''. Located at a hard corner and Highly visible. Property is also ''For Sale'' with additional...","http://x.lnimg.com/photo/thumb_288/edc01061594d4104a86ce9ada8e2b2a6.jpg","1801 S Westnedge Ave","1801 S Westnedge Ave
Kalamazoo, Michigan
Drive Thru Restaurant formerly known as the ''Coop''. Located at a hard corner and Highly visible. Property is also ''For Sale'' with additional...
 
 Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type: 
 
Active
1
$26.26 - $26.27
594 SF
594 SF
Retail
Restaurant","Active
1
$26.26 - $26.27
594 SF
594 SF
Retail
Restaurant","Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type:","Active","1801 S Westnedge Ave","http://www.loopnet.com/Listing/20112424/1801-S-Westnedge-Ave-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/4/","1023 Riverview","Kalamazoo, Michigan","Development Site located between Monroe Brakes & Tires and Advance Auto Parts. Property includes 1004 & 1014 Ampersee.(See Attached site plan)...","http://x.lnimg.com/photo/thumb_288/887c05921ff34faeb0edcc216cab57d5.jpg","1023 Riverview","1023 Riverview
Kalamazoo, Michigan
Development Site located between Monroe Brakes & Tires and Advance Auto Parts. Property includes 1004 & 1014 Ampersee.(See Attached site plan)...
 
 Status:
No. Spaces:
Rental Rate:
Space Available:
Total Lot Size:
Primary Type:
Sub-Type: 
 
Active
1
$19.00 - $25.00
0.14 AC
0.00 Acres
Land
Retail (land)","Active
1
$19.00 - $25.00
0.14 AC
0.00 Acres
Land
Retail (land)","Status:
No. Spaces:
Rental Rate:
Space Available:
Total Lot Size:
Primary Type:
Sub-Type:","Active","1023 Riverview","http://www.loopnet.com/Listing/20111986/1023-Riverview-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/4/","6598 National City Parkway","Kalamazoo, Michigan","Texas Township Commercial building site just off I-94 and minutes from US-131. This 2.17 acre site is zoned for retail use. Property is visible...","http://x.lnimg.com/photo/thumb_288/242e2f47a2d04094bddb19db6619e042.jpg","6598 National City Parkway","6598 National City Parkway
Kalamazoo, Michigan
Texas Township Commercial building site just off I-94 and minutes from US-131. This 2.17 acre site is zoned for retail use. Property is visible...
 
 Status:
Price:
Lot Size:
Primary Type:
Sub-Type: 
 
Active
$64,900
2.17 Acres
Land
Retail (land)","Active
$64,900
2.17 Acres
Land
Retail (land)","Status:
Price:
Lot Size:
Primary Type:
Sub-Type:","Active","6598 National City Parkway","http://www.loopnet.com/Listing/20111947/6598-National-City-Parkway-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/4/","5340 Holiday Terrace","Kalamazoo, Michigan","Great office park on the west side of Kalamazoo with US131 frontage and easy highway access. Multiple suites and layouts available for any...","http://x.lnimg.com/photo/thumb_288/ef9c64ddbd5d481ea6dd65e48329ae09.jpg","5340 Holiday Terrace","5340 Holiday Terrace
Kalamazoo, Michigan
Great office park on the west side of Kalamazoo with US131 frontage and easy highway access. Multiple suites and layouts available for any...
 
 Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type: 
 
Active
12
$13.95
270 - 5,346 SF
66,216 SF
Office
Office Building","Active
12
$13.95
270 - 5,346 SF
66,216 SF
Office
Office Building","Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type:","Active","5340 Holiday Terrace","http://www.loopnet.com/Listing/18939739/5340-Holiday-Terrace-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/4/","1336 Portage Road","Kalamazoo, Michigan","This unique investment opportunity allows an investor to grow with Kalamazoo's Edison Neighborhood. Entrepreneurial and municipal investment has...","http://x.lnimg.com/photo/thumb_288/0cc2b0168a02454692bdaf0cba8defd8.jpg","1336 Portage Road","1336 Portage Road
Kalamazoo, Michigan
This unique investment opportunity allows an investor to grow with Kalamazoo's Edison Neighborhood. Entrepreneurial and municipal investment has...
 
 Status:
Price:
Bldg. Size:
Units:
Cap Rate:
Primary Type:
Sub-Type: 
 
Active
$649,900
22,122 SF
20
8.29%
Multifamily
Mid/High-Rise","Active
$649,900
22,122 SF
20
8.29%
Multifamily
Mid/High-Rise","Status:
Price:
Bldg. Size:
Units:
Cap Rate:
Primary Type:
Sub-Type:","Active","1336 Portage Road","http://www.loopnet.com/Listing/20109585/1336-Portage-Road-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/4/","2301 N Burdick","Kalamazoo, Michigan","Nice one (1) acre site that is flat and cleared with good exposure on North Burdick. There is an additional 1.29 acres to the west that is...","http://x.lnimg.com/photo/thumb_288/a57b7844aea74874922be972dcee7a79.jpg","2301 N Burdick","2301 N Burdick
Kalamazoo, Michigan
Nice one (1) acre site that is flat and cleared with good exposure on North Burdick. There is an additional 1.29 acres to the west that is...
 
 Status:
Price:
Lot Size:
Primary Type:
Sub-Type: 
 
Active
$75,000
2.29 Acres
Land
Industrial (land)","Active
$75,000
2.29 Acres
Land
Industrial (land)","Status:
Price:
Lot Size:
Primary Type:
Sub-Type:","Active","2301 N Burdick","http://www.loopnet.com/Listing/20109319/2301-N-Burdick-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/4/","VL N 9th Street","Kalamazoo, Michigan","Residential land available along N. 9th Street just north of the West Main Meijer store. Sewer line in-place with 14 leads. The site measures...","http://x.lnimg.com/photo/thumb_288/8d3e24a8413e4939b5b6e5a646172961.jpg","VL N 9th Street","VL N 9th Street
Kalamazoo, Michigan
Residential land available along N. 9th Street just north of the West Main Meijer store. Sewer line in-place with 14 leads. The site measures...
 
 Status:
Price:
Lot Size:
Primary Type:
Sub-Type: 
 
Active
$199,900
10.10 Acres
Land
Commercial/Other (land)","Active
$199,900
10.10 Acres
Land
Commercial/Other (land)","Status:
Price:
Lot Size:
Primary Type:
Sub-Type:","Active","VL N 9th Street","http://www.loopnet.com/Listing/20106396/VL-N-9th-Street-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/4/","151 S Rose St","Kalamazoo, Michigan","","http://x.lnimg.com/photo/thumb_288/c877a380b05d412f9d92e16fc618677b.jpg","151 S Rose St","151 S Rose St
Kalamazoo, Michigan
 
 Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type: 
 
Active
12
$9.03 - $23.08
150 - 13,539 SF
NaN SF
Office
Executive Suite","Active
12
$9.03 - $23.08
150 - 13,539 SF
NaN SF
Office
Executive Suite","Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type:","Active","151 S Rose St","http://www.loopnet.com/Listing/19042026/151-S-Rose-St-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/4/","162 E Michigan Ave","Kalamazoo, Michigan","","http://x.lnimg.com/photo/thumb_288/e2ad58cc0d19496896e46ee9e2bf669d.jpg","162 E Michigan Ave","162 E Michigan Ave
Kalamazoo, Michigan
 
 Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type: 
 
Active
4
$9.50
4,874 - 14,958 SF
NaN SF
Office
Office Building","Active
4
$9.50
4,874 - 14,958 SF
NaN SF
Office
Office Building","Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type:","Active","162 E Michigan Ave","http://www.loopnet.com/Listing/19042028/162-E-Michigan-Ave-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/4/","225 W Walnut St","Kalamazoo, Michigan","This historical home has been transformed into professional office space with updated ammenities and includes an inviting reception area, large...","http://x.lnimg.com/photo/thumb_288/cc4e3573262249bc91a4929b5fb6b772.jpg","225 W Walnut St","225 W Walnut St
Kalamazoo, Michigan
This historical home has been transformed into professional office space with updated ammenities and includes an inviting reception area, large...
 
 Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type: 
 
Active
4
$16.99 - $29.58
142 - 565 SF
4,120 SF
Office
Office Building","Active
4
$16.99 - $29.58
142 - 565 SF
4,120 SF
Office
Office Building","Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type:","Active","225 W Walnut St","http://www.loopnet.com/Listing/20007539/225-W-Walnut-St-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/4/","3765-3771 Sky King Blvd","Kalamazoo, Michigan","Sky King Industrial Park. Very nice office space with 'finished' service/industrial space. Nice investment.","http://x.lnimg.com/photo/thumb_288/b1cf309622544a85963cc8a2e87cc0c7.jpg","3765-3771 Sky King Blvd","3765-3771 Sky King Blvd
Kalamazoo, Michigan
Sky King Industrial Park. Very nice office space with 'finished' service/industrial space. Nice investment.
 
 Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type: 
 
Active
1
$9.00
2,000 SF
9,800 SF
Industrial
Distribution Warehouse","Active
1
$9.00
2,000 SF
9,800 SF
Industrial
Distribution Warehouse","Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type:","Active","3765-3771 Sky King Blvd","http://www.loopnet.com/Listing/20097102/3765-3771-Sky-King-Blvd-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/4/","5020D & 5100 Texas Drive","Kalamazoo, Michigan","10+/- Acres - Beautiful rolling acres with lake frontage, secluded yet convenient, 10 minutes from Crossroads Mall, Texas Corners, I-94 access,...","http://x.lnimg.com/photo/thumb_288/4ce0f8fc098c436cb73220a8ae920dda.jpg","5020D & 5100 Texas Drive","5020D & 5100 Texas Drive
Kalamazoo, Michigan
10+/- Acres - Beautiful rolling acres with lake frontage, secluded yet convenient, 10 minutes from Crossroads Mall, Texas Corners, I-94 access,...
 
 Status:
Price:
Lot Size:
Primary Type:
Sub-Type: 
 
Active
$560,500
10.00 Acres
Land
Multifamily (land)","Active
$560,500
10.00 Acres
Land
Multifamily (land)","Status:
Price:
Lot Size:
Primary Type:
Sub-Type:","Active","5020D & 5100 Texas Drive","http://www.loopnet.com/Listing/20089322/5020D-5100-Texas-Drive-Kalamazoo-MI/"
"http://www.loopnet.com/Michigan/Kalamazoo-Commercial-Real-Estate/4/","3731 Covington Rd","Kalamazoo, Michigan","Freestanding office/warehouse building formerly used as a union hall and most recently as a church facility The building can be easily...","http://x.lnimg.com/photo/thumb_288/214fc142713b44d3ae1a0d868419c80d.jpg","3731 Covington Rd","3731 Covington Rd
Kalamazoo, Michigan
Freestanding office/warehouse building formerly used as a union hall and most recently as a church facility The building can be easily...
 
 Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type: 
 
Active
1
$5.00
7,131 SF
7,131 SF
Industrial
Warehouse","Active
1
$5.00
7,131 SF
7,131 SF
Industrial
Warehouse","Status:
No. Spaces:
Rental Rate:
Space Available:
Bldg. Size:
Primary Type:
Sub-Type:","Active","3731 Covington Rd","http://www.loopnet.com/Listing/20089252/3731-Covington-Rd-Kalamazoo-MI/"
